date,City,No. Stations,Air Quality,Index Value,Prominent Pollutant
2023-05-25,Chittoor,1.0,Satisfactory,75,O3
2023-05-26,Chittoor,1.0,Satisfactory,66,O3
2023-05-27,Chittoor,1.0,Satisfactory,69,PM2.5
2023-05-28,Chittoor,1.0,Satisfactory,68,O3
2023-05-29,Chittoor,1.0,Satisfactory,89,O3
2023-05-30,Chittoor,1.0,Satisfactory,79,PM2.5
2023-05-31,Chittoor,1.0,Satisfactory,96,O3
2023-06-01,Chittoor,1.0,Satisfactory,75,PM2.5
2023-06-02,Chittoor,1.0,Satisfactory,81,O3
2023-06-03,Chittoor,1.0,Satisfactory,80,O3
2023-06-04,Chittoor,1.0,Satisfactory,76,PM2.5
2023-06-05,Chittoor,1.0,Satisfactory,60,PM2.5
2023-06-06,Chittoor,1.0,Satisfactory,52,PM10
